SLD,Symbol_ID,Scale,Classification,Stage3_Rank,Stage4_Rank,Stage5_Rank,ChamferScore,CoverageAreaScore,CombinedScore,Cand_X,Cand_Y,Cand_Scale,Cand_Rotation
SLD1,SLD1_GT_0,3.066666666666667,LOCALIZED_AND_HIGHLY_RANKED,1461,520,520,6.46945333480835,894.4051446945338,357.91932633931003,229.0,90.0,0.372,0.0
SLD1,SLD1_GT_1,3.066666666666667,LOCALIZED_AND_HIGHLY_RANKED,1477,256,257,5.756184101104736,1083.458064516129,433.5885721041269,250.0,102.0,0.4,180.0
SLD1,SLD1_GT_2,3.066666666666667,LOCALIZED_AND_HIGHLY_RANKED,1035,113,113,5.318994998931885,1303.5354838709677,521.6591596636819,825.0,119.0,0.4,180.0
SLD1,SLD1_GT_3,2.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1971,171,171,5.667741775512695,1185.032258064516,474.3534283120747,50.0,102.0,0.4,180.0
SLD1,SLD1_GT_4,2.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,2065,278,278,4.6322808265686035,1063.5143769968051,425.8113748338736,140.0,103.0,0.372,180.0
SLD1,SLD1_GT_5,2.4,LOCALIZED_AND_HIGHLY_RANKED,1871,197,197,5.950607776641846,1151.1741935483872,460.7003571899821,377.0,102.0,0.4,180.0
SLD1,SLD1_GT_6,2.2,LOCALIZED_AND_HIGHLY_RANKED,2006,348,349,7.170087814331055,1000.3519061583578,400.3274204366641,0.0,88.0,0.4,0.0
SLD1,SLD1_GT_7,2.2,LOCALIZED_AND_HIGHLY_RANKED,1963,171,171,5.667741775512695,1185.032258064516,474.3534283120747,50.0,102.0,0.4,180.0
SLD1,SLD1_GT_8,2.2,LOCALIZED_AND_HIGHLY_RANKED,1963,532,532,3.895183801651001,888.7741935483871,355.8354173785171,89.0,104.0,0.4,180.0
SLD1,SLD1_GT_9,2.8666666666666667,LOCALIZED_AND_HIGHLY_RANKED,1557,506,506,4.44332218170166,899.8084291187739,360.282313474648,1219.0,121.0,0.344,180.0
SLD1,SLD1_GT_10,2.8666666666666667,LOCALIZED_AND_HIGHLY_RANKED,8,1,1,0.7096474170684814,2285.4193548387098,914.5846113202953,576.0,102.0,0.4,180.0
SLD1,SLD1_GT_11,2.8666666666666667,LOCALIZED_AND_HIGHLY_RANKED,938,323,323,5.248462200164795,1015.741935483871,406.5581756411479,1292.0,104.0,0.4,0.0
SLD1,SLD1_GT_12,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,491,87,87,4.002935886383057,1366.3431952662722,546.8829550440179,754.0,133.0,0.4,270.0
SLD1,SLD1_GT_13,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,824,163,162,4.751424312591553,1200.4222873900292,480.5726460017166,753.0,105.0,0.4,0.0
SLD1,SLD1_GT_14,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1129,123,123,2.1112356185913086,1279.2,512.0695328106854,167.0,105.0,0.4,90.0
SLD1,SLD1_GT_15,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,930,309,309,5.067977428436279,1032.6709677419356,413.29163776564917,1081.0,119.0,0.4,180.0
SLD1,SLD1_GT_16,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,70,101,101,2.4725050926208496,1336.6000000000001,535.002907679555,1164.0,124.0,0.4,90.0
SLD1,SLD1_GT_17,2.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,32,17,17,3.015018939971924,1726.7612903225806,691.0860233973999,994.0,117.0,0.4,180.0
SLD1,SLD1_GT_18,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,790,182,181,3.0459303855895996,1172.6000000000001,469.41105052264817,677.0,46.0,0.4,90.0
SLD1,SLD1_GT_19,2.7333333333333334,LOCALIZED_AND_HIGHLY_RANKED,54,2,2,0.7657264471054077,2276.9548387096775,911.2263459780452,878.0,119.0,0.4,180.0
SLD1,SLD1_GT_20,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,19,3,3,0.8430852293968201,2235.8343195266275,894.7930781858855,753.0,202.0,0.4,270.0
SLD1,SLD1_GT_21,2.4,LOCALIZED_AND_HIGHLY_RANKED,424,177,178,2.6093525886535645,1176.5677419354838,471.0044720270878,630.0,105.0,0.4,180.0
SLD2,SLD2_GT_0,3.7333333333333334,LOCALIZED_AND_HIGHLY_RANKED,2058,263,261,5.619016647338867,1205.3999999999999,482.6056016590117,884.0,19.0,0.4,90.0
SLD2,SLD2_GT_1,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,630,6,6,2.776153087615967,1697.3999999999999,679.3836191202091,884.0,154.0,0.4,90.0
SLD2,SLD2_GT_2,2.4,LOCALIZED_AND_HIGHLY_RANKED,1987,268,268,2.7904226779937744,1201.9612903225807,481.1414035114833,456.0,117.0,0.4,180.0
SLD2,SLD2_GT_3,3.7333333333333334,LOCALIZED_AND_HIGHLY_RANKED,2273,175,175,5.10818338394165,1265.4201183431953,506.5816216264974,898.0,345.0,0.4,270.0
SLD2,SLD2_GT_4,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,656,13,13,3.37796950340271,1591.3290322580644,636.8952281574313,901.0,151.0,0.4,180.0
SLD2,SLD2_GT_5,2.4,LOCALIZED_AND_HIGHLY_RANKED,135,177,176,2.4668467044830322,1265.032258064516,506.33712462950706,899.0,296.0,0.372,270.0
SLD2,SLD2_GT_6,4.0,LOCALIZED_AND_HIGHLY_RANKED,715,115,114,3.6051461696624756,1316.516129032258,527.0664319300164,899.0,114.0,0.372,270.0
SLD2,SLD2_GT_7,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,215,88,88,2.5802762508392334,1361.2,544.7750130200085,896.0,196.0,0.4,90.0
SLD2,SLD2_GT_8,2.2,LOCALIZED_AND_HIGHLY_RANKED,2777,300,296,4.472016334533691,1180.063897763578,472.4093804243273,18.0,425.0,0.372,180.0
SLD2,SLD2_GT_9,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,1103,340,339,4.215211868286133,1154.8051948051948,462.3174440111413,886.0,428.0,0.372,90.0
SLD2,SLD2_GT_10,2.2,LOCALIZED_AND_HIGHLY_RANKED,2600,430,430,6.361690521240234,1100.3870967741937,440.3418851391856,958.0,151.0,0.4,180.0
SLD2,SLD2_GT_11,2.2,LOCALIZED_AND_HIGHLY_RANKED,3234,457,457,6.5580644607543945,1091.9225806451614,436.9492252163651,477.0,151.0,0.4,180.0
SLD2,SLD2_GT_12,2.2,LOCALIZED_AND_HIGHLY_RANKED,3264,487,487,6.5580644607543945,1091.9225806451614,436.9492252163651,507.0,151.0,0.4,180.0
SLD2,SLD2_GT_13,2.2,LOCALIZED_AND_HIGHLY_RANKED,3297,520,520,6.5580644607543945,1091.9225806451614,436.9492252163651,540.0,151.0,0.4,180.0
SLD2,SLD2_GT_14,2.2,LOCALIZED_AND_HIGHLY_RANKED,3330,553,553,6.5580644607543945,1091.9225806451614,436.9492252163651,573.0,151.0,0.4,180.0
SLD2,SLD2_GT_15,2.2,LOCALIZED_AND_HIGHLY_RANKED,2587,49,48,4.287349224090576,1438.9677419354837,575.9666179636649,856.0,137.0,0.4,0.0
SLD2,SLD2_GT_16,2.2,LOCALIZED_AND_HIGHLY_RANKED,3360,583,583,6.5580644607543945,1091.9225806451614,436.9492252163651,603.0,151.0,0.4,180.0
SLD2,SLD2_GT_17,2.2,LOCALIZED_AND_HIGHLY_RANKED,3390,613,613,6.5580644607543945,1091.9225806451614,436.9492252163651,633.0,151.0,0.4,180.0
SLD2,SLD2_GT_18,2.2,LOCALIZED_AND_HIGHLY_RANKED,3420,643,643,6.5580644607543945,1091.9225806451614,436.9492252163651,663.0,151.0,0.4,180.0
SLD2,SLD2_GT_19,2.2,LOCALIZED_AND_HIGHLY_RANKED,3450,673,673,6.5580644607543945,1091.9225806451614,436.9492252163651,693.0,151.0,0.4,180.0
SLD2,SLD2_GT_20,2.2,LOCALIZED_AND_HIGHLY_RANKED,3113,703,703,6.5580644607543945,1091.9225806451614,436.9492252163651,723.0,151.0,0.4,180.0
SLD2,SLD2_GT_21,2.2,LOCALIZED_BUT_POORLY_RANKED,2574,1184,-1,6.932560443878174,0.0,0.0,752.0,137.0,0.4,0.0
SLD2,SLD2_GT_22,2.2,LOCALIZED_AND_HIGHLY_RANKED,2578,445,447,6.355268955230713,1091.9225806451614,436.95607868757264,817.0,151.0,0.4,180.0
SLD2,SLD2_GT_23,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2884,860,860,6.846875190734863,1025.0,410.26168677409987,884.0,482.0,0.4,90.0
SLD2,SLD2_GT_24,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2913,860,860,6.846875190734863,1025.0,410.26168677409987,884.0,482.0,0.4,90.0
SLD2,SLD2_GT_25,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2943,883,883,6.846875190734863,1025.0,410.26168677409987,884.0,505.0,0.4,90.0
SLD2,SLD2_GT_26,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2973,913,913,6.846875190734863,1025.0,410.26168677409987,884.0,535.0,0.4,90.0
SLD2,SLD2_GT_27,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,3003,943,943,6.846875190734863,1025.0,410.26168677409987,884.0,565.0,0.4,90.0
SLD2,SLD2_GT_28,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,3033,973,973,6.846875190734863,1025.0,410.26168677409987,884.0,595.0,0.4,90.0
SLD2,SLD2_GT_29,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,134,3,3,2.4638779163360596,1723.4556213017752,689.8360287198731,898.0,162.0,0.4,270.0
SLD2,SLD2_GT_30,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,525,294,294,2.7800631523132324,1180.8,472.57157870736984,896.0,266.0,0.4,90.0
SLD2,SLD2_GT_31,3.2,LOCALIZED_AND_HIGHLY_RANKED,309,263,261,5.619016647338867,1205.3999999999999,482.6056016590117,884.0,19.0,0.4,90.0
SLD2,SLD2_GT_32,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1867,82,82,2.2107176780700684,1362.7870967741937,545.492262806103,403.0,426.0,0.4,180.0
SLD2,SLD2_GT_33,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,849,189,186,4.295796871185303,1254.2873900293255,502.0477734008059,478.0,410.0,0.4,0.0
SLD2,SLD2_GT_34,2.4,LOCALIZED_BUT_POORLY_RANKED,5077,5953,-1,7.128332138061523,0.0,0.0,697.0,334.0,0.4,180.0
SLD2,SLD2_GT_35,2.4,LOCALIZED_BUT_POORLY_RANKED,5078,3478,-1,6.933065891265869,0.0,0.0,785.0,334.0,0.372,180.0
SLD2,SLD2_GT_36,2.4,LOCALIZED_BUT_POORLY_RANKED,4998,5241,-1,7.383445739746094,0.0,0.0,650.0,334.0,0.372,180.0
SLD2,SLD2_GT_37,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,2612,430,430,6.361690521240234,1100.3870967741937,440.3418851391856,958.0,151.0,0.4,180.0
SLD2,SLD2_GT_38,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5076,6283,-1,4.997026443481445,0.0,0.0,33.0,337.0,0.289,180.0
SLD2,SLD2_GT_39,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5058,5952,-1,6.496439456939697,0.0,0.0,102.0,334.0,0.4,180.0
SLD2,SLD2_GT_40,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5059,4744,-1,7.066904544830322,0.0,0.0,199.0,334.0,0.372,180.0
SLD2,SLD2_GT_41,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5060,4745,-1,7.066904544830322,0.0,0.0,284.0,334.0,0.372,180.0
SLD2,SLD2_GT_42,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5061,6284,-1,5.133403778076172,0.0,0.0,373.0,337.0,0.289,180.0
SLD2,SLD2_GT_43,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5062,6013,-1,6.975214004516602,0.0,0.0,459.0,334.0,0.4,180.0
SLD2,SLD2_GT_44,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5063,5637,-1,5.768426895141602,0.0,0.0,539.0,336.0,0.317,180.0
SLD2,SLD2_GT_45,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5064,4780,-1,7.081294059753418,0.0,0.0,948.0,334.0,0.372,180.0
SLD2,SLD2_GT_46,2.4,LOCALIZED_AND_HIGHLY_RANKED,1734,175,175,5.10818338394165,1265.4201183431953,506.5816216264974,898.0,345.0,0.4,270.0
SLD2,SLD2_GT_47,2.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1500,246,243,4.8287577629089355,1215.8123167155425,486.69775677705456,856.0,319.0,0.4,0.0
SLD2,SLD2_GT_48,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,5124,5242,-1,7.383445739746094,0.0,0.0,735.0,334.0,0.372,180.0
SLD2,SLD2_GT_49,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,1056,258,257,3.8611245155334473,1208.1173020527858,483.5908375295043,465.0,605.0,0.4,0.0
SLD2,SLD2_GT_50,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,4998,6224,-1,7.120035171508789,0.0,0.0,613.0,334.0,0.4,180.0
SLD2,SLD2_GT_51,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,5105,6205,-1,5.145320892333984,0.0,0.0,798.0,337.0,0.289,180.0
SLD3,SLD3_GT_0,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1113,136,136,5.269794940948486,1377.407624633431,551.2597790979876,881.0,320.0,0.4,0.0
SLD3,SLD3_GT_1,2.4,LOCALIZED_AND_HIGHLY_RANKED,1102,91,90,4.356011867523193,1446.6627565982403,579.098064426722,1701.0,320.0,0.4,0.0
SLD3,SLD3_GT_2,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1102,91,90,4.356011867523193,1446.6627565982403,579.098064426722,1701.0,320.0,0.4,0.0
SLD3,SLD3_GT_3,3.2,LOCALIZED_AND_HIGHLY_RANKED,320,156,156,2.608682155609131,1345.8580645161292,538.6220993218689,975.0,81.0,0.4,180.0
SLD3,SLD3_GT_4,4.0,LOCALIZED_AND_HIGHLY_RANKED,2728,423,422,5.9375,1115.2,446.50574706385925,1729.0,78.0,0.4,90.0
SLD3,SLD3_GT_5,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,23,27,28,1.8853352069854736,1608.258064516129,643.6033367843672,174.0,160.0,0.4,0.0
SLD3,SLD3_GT_6,3.2,LOCALIZED_AND_HIGHLY_RANKED,436,347,347,4.057751178741455,1154.2521994134897,461.9773228667478,32.0,108.0,0.4,0.0
SLD3,SLD3_GT_7,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,75,106,107,1.428672194480896,1422.0387096774195,569.0861776222125,845.0,49.0,0.4,180.0
SLD3,SLD3_GT_8,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,24,169,170,2.7689242362976074,1323.5425219941349,529.7149641137285,1072.0,160.0,0.4,0.0
SLD3,SLD3_GT_9,2.2,LOCALIZED_AND_HIGHLY_RANKED,3001,948,948,7.170087814331055,1000.3519061583578,400.3274204366641,913.0,320.0,0.4,0.0
SLD3,SLD3_GT_10,2.2,LOCALIZED_AND_HIGHLY_RANKED,3033,951,951,7.170087814331055,1000.3519061583578,400.3274204366641,916.0,320.0,0.4,0.0
SLD3,SLD3_GT_11,2.2,LOCALIZED_AND_HIGHLY_RANKED,3069,987,987,7.170087814331055,1000.3519061583578,400.3274204366641,952.0,320.0,0.4,0.0
SLD3,SLD3_GT_12,2.2,LOCALIZED_BUT_POORLY_RANKED,3101,1019,-1,7.170087814331055,0.0,0.0,984.0,320.0,0.4,0.0
SLD3,SLD3_GT_13,2.2,LOCALIZED_AND_HIGHLY_RANKED,3773,91,90,4.356011867523193,1446.6627565982403,579.098064426722,1701.0,320.0,0.4,0.0
SLD3,SLD3_GT_14,2.2,LOCALIZED_BUT_POORLY_RANKED,3131,1049,-1,7.170087814331055,0.0,0.0,1014.0,320.0,0.4,0.0
SLD3,SLD3_GT_15,2.2,LOCALIZED_BUT_POORLY_RANKED,3161,1079,-1,7.170087814331055,0.0,0.0,1044.0,320.0,0.4,0.0
SLD3,SLD3_GT_16,2.2,LOCALIZED_BUT_POORLY_RANKED,3191,1109,-1,7.170087814331055,0.0,0.0,1074.0,320.0,0.4,0.0
SLD3,SLD3_GT_17,2.2,LOCALIZED_BUT_POORLY_RANKED,3221,1139,-1,7.170087814331055,0.0,0.0,1104.0,320.0,0.4,0.0
SLD3,SLD3_GT_18,2.2,LOCALIZED_BUT_POORLY_RANKED,3251,1169,-1,7.170087814331055,0.0,0.0,1134.0,320.0,0.4,0.0
SLD3,SLD3_GT_19,2.2,LOCALIZED_BUT_POORLY_RANKED,3281,1199,-1,7.170087814331055,0.0,0.0,1164.0,320.0,0.4,0.0
SLD3,SLD3_GT_20,2.2,LOCALIZED_BUT_POORLY_RANKED,3311,1229,-1,7.170087814331055,0.0,0.0,1194.0,320.0,0.4,0.0
SLD3,SLD3_GT_21,2.2,LOCALIZED_BUT_POORLY_RANKED,3341,1259,-1,7.170087814331055,0.0,0.0,1224.0,320.0,0.4,0.0
SLD3,SLD3_GT_22,2.2,LOCALIZED_BUT_POORLY_RANKED,3371,1289,-1,7.170087814331055,0.0,0.0,1254.0,320.0,0.4,0.0
SLD3,SLD3_GT_23,2.2,LOCALIZED_BUT_POORLY_RANKED,3401,1319,-1,7.170087814331055,0.0,0.0,1284.0,320.0,0.4,0.0
SLD3,SLD3_GT_24,2.2,LOCALIZED_BUT_POORLY_RANKED,3431,1349,-1,7.170087814331055,0.0,0.0,1314.0,320.0,0.4,0.0
SLD3,SLD3_GT_25,2.2,LOCALIZED_BUT_POORLY_RANKED,3461,1379,-1,7.170087814331055,0.0,0.0,1344.0,320.0,0.4,0.0
SLD3,SLD3_GT_26,2.2,LOCALIZED_BUT_POORLY_RANKED,3491,1409,-1,7.170087814331055,0.0,0.0,1374.0,320.0,0.4,0.0
SLD3,SLD3_GT_27,2.2,LOCALIZED_BUT_POORLY_RANKED,3521,1439,-1,7.170087814331055,0.0,0.0,1404.0,320.0,0.4,0.0
SLD3,SLD3_GT_28,2.2,LOCALIZED_BUT_POORLY_RANKED,3551,1469,-1,7.170087814331055,0.0,0.0,1434.0,320.0,0.4,0.0
SLD3,SLD3_GT_29,2.2,LOCALIZED_BUT_POORLY_RANKED,3581,1499,-1,7.170087814331055,0.0,0.0,1464.0,320.0,0.4,0.0
SLD3,SLD3_GT_30,2.2,LOCALIZED_BUT_POORLY_RANKED,3611,1529,-1,7.170087814331055,0.0,0.0,1494.0,320.0,0.4,0.0
SLD3,SLD3_GT_31,2.2,LOCALIZED_BUT_POORLY_RANKED,3641,1559,-1,7.170087814331055,0.0,0.0,1524.0,320.0,0.4,0.0
SLD3,SLD3_GT_32,2.2,LOCALIZED_BUT_POORLY_RANKED,3671,1589,-1,7.170087814331055,0.0,0.0,1554.0,320.0,0.4,0.0
SLD3,SLD3_GT_33,2.2,LOCALIZED_BUT_POORLY_RANKED,3701,1619,-1,7.170087814331055,0.0,0.0,1584.0,320.0,0.4,0.0
SLD3,SLD3_GT_34,2.2,LOCALIZED_BUT_POORLY_RANKED,3733,1651,-1,7.170087814331055,0.0,0.0,1616.0,320.0,0.4,0.0
SLD3,SLD3_GT_35,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2660,670,671,6.846875190734863,1025.0,410.26168677409987,1729.0,0.0,0.4,90.0
SLD3,SLD3_GT_36,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2681,673,674,6.846875190734863,1025.0,410.26168677409987,1729.0,3.0,0.4,90.0
SLD3,SLD3_GT_37,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2751,423,422,5.9375,1115.2,446.50574706385925,1729.0,78.0,0.4,90.0
SLD3,SLD3_GT_38,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,1899,573,573,6.206972122192383,1055.810650887574,422.61186007695403,1743.0,191.0,0.4,270.0
SLD3,SLD3_GT_39,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2815,707,708,6.846875190734863,1025.0,410.26168677409987,1729.0,213.0,0.4,90.0
SLD3,SLD3_GT_40,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2845,723,724,6.846875190734863,1025.0,410.26168677409987,1729.0,229.0,0.4,90.0
SLD3,SLD3_GT_41,4.0,LOCALIZED_AND_HIGHLY_RANKED,1704,94,92,4.279290199279785,1443.976331360947,577.9994673113005,1743.0,292.0,0.4,270.0
SLD3,SLD3_GT_42,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,137,155,155,3.8481075763702393,1346.6275659824046,538.9242073483656,1447.0,160.0,0.4,0.0
SLD3,SLD3_GT_43,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,93,246,247,3.6763782501220703,1238.8973607038124,495.8344132002808,527.0,160.0,0.4,0.0
SLD3,SLD3_GT_44,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,75,106,107,1.428672194480896,1422.0387096774195,569.0861776222125,845.0,49.0,0.4,180.0
SLD3,SLD3_GT_45,2.4,LOCALIZED_AND_HIGHLY_RANKED,273,92,94,1.4980964660644531,1443.976331360947,577.8828398758841,27.0,134.0,0.4,270.0
SLD3,SLD3_GT_46,2.4,LOCALIZED_AND_HIGHLY_RANKED,16,55,55,2.4884824752807617,1529.3727810650887,612.0374941418806,687.0,85.0,0.4,270.0
SLD3,SLD3_GT_47,2.4,LOCALIZED_AND_HIGHLY_RANKED,313,93,93,3.1008715629577637,1443.976331360947,577.8828688384787,1029.0,85.0,0.4,270.0
SLD3,SLD3_GT_48,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1708,282,283,5.360730171203613,1201.9612903225807,481.0981910639354,816.0,174.0,0.4,180.0
SLD3,SLD3_GT_49,2.4,LOCALIZED_AND_HIGHLY_RANKED,216,142,142,2.7110822200775146,1369.7126099706745,548.1642058632559,983.0,111.0,0.4,0.0
SLD3,SLD3_GT_50,2.4,LOCALIZED_AND_HIGHLY_RANKED,1908,830,830,6.9399614334106445,1001.4674556213018,400.798033915428,1743.0,95.0,0.4,270.0
SLD3,SLD3_GT_51,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,1000,511,511,3.3573668003082275,1078.0830670926516,431.4244822203216,499.0,175.0,0.372,180.0
SLD3,SLD3_GT_52,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,1001,116,115,3.838650941848755,1408.1876832844573,563.6160226997629,1378.0,160.0,0.4,0.0
SLD3,SLD3_GT_53,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,10,135,135,3.4609062671661377,1377.407624633431,551.2634684382788,459.0,160.0,0.4,0.0
SLD3,SLD3_GT_54,2.4,LOCALIZED_AND_HIGHLY_RANKED,1878,433,433,4.6761040687561035,1110.5806451612905,444.67229610658694,868.0,188.0,0.372,270.0
