SLD,Symbol_ID,Scale,Classification,Stage3_Rank,Stage4_Rank,Stage5_Rank,ChamferScore,CoverageAreaScore,CombinedScore,Cand_X,Cand_Y,Cand_Scale,Cand_Rotation
SLD7,SLD7_GT_120,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,6110,3572,-1,2.8742175102233887,0.0,0.0,1225.0,759.0,0.344,270.0
SLD7,SLD7_GT_121,2.4,LOCALIZED_AND_HIGHLY_RANKED,965,801,797,5.799355506896973,1148.0,459.5983358304298,3.0,183.0,0.4,90.0
SLD7,SLD7_GT_122,2.4,LOCALIZED_BUT_POORLY_RANKED,2940,1900,-1,6.253541946411133,0.0,0.0,3.0,457.0,0.4,90.0
SLD7,SLD7_GT_123,2.4,LOCALIZED_AND_HIGHLY_RANKED,655,34,34,1.6351938247680664,1616.722580645161,647.0567985931586,559.0,503.0,0.4,180.0
SLD7,SLD7_GT_124,2.4,LOCALIZED_AND_HIGHLY_RANKED,1199,453,453,4.047372341156006,1265.844155844156,506.7205915868253,1714.0,399.0,0.372,90.0
SLD7,SLD7_GT_125,4.8,LOCALIZED_AND_HIGHLY_RANKED,2699,644,644,2.563498020172119,1197.2,479.29053589674174,1709.0,473.0,0.4,90.0
SLD7,SLD7_GT_126,2.2,LOCALIZED_BUT_POORLY_RANKED,1187,3615,-1,3.8217053413391113,0.0,0.0,1718.0,757.0,0.317,90.0
SLD7,SLD7_GT_127,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,24,209,211,2.0754966735839844,1381.8698224852071,553.0251362029153,610.0,432.0,0.4,270.0
SLD7,SLD7_GT_128,4.8,LOCALIZED_BUT_POORLY_RANKED,1866,2144,-1,3.3655619621276855,0.0,0.0,1710.0,58.0,0.4,90.0
SLD7,SLD7_GT_129,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1025,111,111,4.230662822723389,1464.3612903225808,586.1538837435841,1234.0,84.0,0.4,180.0
SLD7,SLD7_GT_130,2.7333333333333334,LOCALIZED_AND_HIGHLY_RANKED,5088,787,778,4.119909763336182,1150.926517571885,460.7731466815077,578.0,85.0,0.372,180.0
SLD7,SLD7_GT_131,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11789,16330,-1,7.332513332366943,0.0,0.0,140.0,395.0,0.4,180.0
SLD7,SLD7_GT_132,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11716,14092,-1,7.357397079467773,0.0,0.0,883.0,395.0,0.372,180.0
SLD7,SLD7_GT_133,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11709,18931,-1,8.028234481811523,0.0,0.0,91.0,381.0,0.4,0.0
SLD7,SLD7_GT_134,4.8,LOCALIZED_BUT_POORLY_RANKED,11994,6729,-1,3.5045559406280518,0.0,0.0,601.0,698.0,0.289,90.0
SLD7,SLD7_GT_135,2.2,LOCALIZED_AND_HIGHLY_RANKED,99,661,659,4.050437927246094,1193.4967741935484,477.76493486112514,489.0,501.0,0.4,180.0
SLD7,SLD7_GT_136,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11794,15627,-1,7.426990985870361,0.0,0.0,843.0,395.0,0.372,180.0
SLD7,SLD7_GT_137,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11800,11557,-1,7.324506759643555,0.0,0.0,1621.0,395.0,0.372,180.0
SLD7,SLD7_GT_138,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11852,7591,-1,4.799525260925293,0.0,0.0,638.0,395.0,0.4,180.0
SLD7,SLD7_GT_139,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11717,13740,-1,7.324228763580322,0.0,0.0,1182.0,395.0,0.372,180.0
SLD7,SLD7_GT_140,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11718,17429,-1,6.5043864250183105,0.0,0.0,1292.0,395.0,0.4,180.0
SLD7,SLD7_GT_141,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11711,10611,-1,4.9632182121276855,0.0,0.0,391.0,379.0,0.4,0.0
SLD7,SLD7_GT_142,2.2,LOCALIZED_BUT_POORLY_RANKED,2776,10616,-1,8.257750511169434,0.0,0.0,486.0,407.0,0.4,270.0
SLD7,SLD7_GT_143,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11791,1657,-1,4.550161361694336,0.0,0.0,348.0,349.0,0.372,90.0
SLD7,SLD7_GT_144,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11797,9579,-1,7.299046516418457,0.0,0.0,1122.0,395.0,0.372,180.0
SLD7,SLD7_GT_145,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11798,16112,-1,7.232432842254639,0.0,0.0,1219.0,395.0,0.4,180.0
SLD7,SLD7_GT_146,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11714,17455,-1,5.656504154205322,0.0,0.0,710.0,388.0,0.289,0.0
SLD7,SLD7_GT_147,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11721,18505,-1,7.164515972137451,0.0,0.0,1581.0,395.0,0.4,180.0
SLD7,SLD7_GT_148,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11710,14091,-1,7.354122638702393,0.0,0.0,183.0,395.0,0.372,180.0
SLD7,SLD7_GT_149,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11750,13813,-1,7.336969375610352,0.0,0.0,983.0,395.0,0.372,180.0
SLD7,SLD7_GT_150,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11720,13814,-1,7.338856220245361,0.0,0.0,1482.0,395.0,0.372,180.0
SLD7,SLD7_GT_151,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11719,13810,-1,7.326116561889648,0.0,0.0,1382.0,395.0,0.372,180.0
SLD7,SLD7_GT_152,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11749,13811,-1,7.333694934844971,0.0,0.0,283.0,395.0,0.372,180.0
SLD7,SLD7_GT_153,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11713,13815,-1,2.3713033199310303,0.0,0.0,592.0,402.0,0.289,90.0
SLD7,SLD7_GT_154,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11751,13812,-1,7.333694934844971,0.0,0.0,1082.0,395.0,0.372,180.0
SLD7,SLD7_GT_155,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11795,16115,-1,7.42860221862793,0.0,0.0,919.0,395.0,0.4,180.0
SLD7,SLD7_GT_156,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11854,15502,-1,7.41146183013916,0.0,0.0,1442.0,395.0,0.372,180.0
SLD7,SLD7_GT_157,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11790,16114,-1,7.42860221862793,0.0,0.0,220.0,395.0,0.4,180.0
SLD7,SLD7_GT_158,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11796,16116,-1,7.42860221862793,0.0,0.0,1019.0,395.0,0.4,180.0
SLD7,SLD7_GT_159,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,11853,15411,-1,7.3910346031188965,0.0,0.0,1342.0,395.0,0.372,180.0
SLD7,SLD7_GT_160,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,513,135,135,2.0002400875091553,1441.5483870967741,576.9125643578602,1680.0,482.0,0.372,270.0
SLD8,SLD8_GT_0,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,16,57,56,2.9987952709198,1415.882697947214,566.7657782679555,230.0,114.0,0.4,0.0
SLD8,SLD8_GT_1,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,345,94,94,3.5865650177001953,1331.2375366568915,532.8283574804528,315.0,114.0,0.4,0.0
SLD8,SLD8_GT_2,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1229,133,132,4.953479290008545,1280.9467455621302,512.7452713595036,764.0,139.0,0.4,270.0
SLD8,SLD8_GT_3,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,280,13,13,2.852163076400757,1577.4780058651027,631.3134989501058,507.0,114.0,0.4,0.0
SLD8,SLD8_GT_4,4.8,LOCALIZED_AND_HIGHLY_RANKED,1494,288,287,4.866883277893066,1095.5844155844156,438.61510730794635,27.0,249.0,0.372,90.0
SLD8,SLD8_GT_5,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,342,66,66,2.6432337760925293,1400.492668621701,560.568759799013,371.0,114.0,0.4,0.0
SLD8,SLD8_GT_6,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1229,798,798,4.584496021270752,929.0540540540541,372.00603406203413,753.0,162.0,0.344,90.0
SLD8,SLD8_GT_7,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,380,30,30,1.9278244972229004,1513.8461538461538,605.8572273737417,22.0,441.0,0.4,270.0
SLD8,SLD8_GT_8,4.8,LOCALIZED_AND_HIGHLY_RANKED,1388,150,149,4.995546340942383,1257.6568047337278,503.3932700090716,40.0,139.0,0.4,270.0
SLD8,SLD8_GT_9,4.8,LOCALIZED_AND_HIGHLY_RANKED,1330,410,409,6.675000190734863,1049.6000000000001,420.0903032084786,25.0,27.0,0.4,90.0
SLD8,SLD8_GT_10,4.8,LOCALIZED_AND_HIGHLY_RANKED,1428,436,435,6.675000190734863,1049.6000000000001,420.0903032084786,25.0,163.0,0.4,90.0
SLD8,SLD8_GT_11,4.8,LOCALIZED_AND_HIGHLY_RANKED,1288,383,382,6.675000190734863,1049.6000000000001,420.0903032084786,25.0,0.0,0.4,90.0
SLD8,SLD8_GT_12,4.8,LOCALIZED_AND_HIGHLY_RANKED,1463,465,464,6.675000190734863,1049.6000000000001,420.0903032084786,25.0,192.0,0.4,90.0
SLD8,SLD8_GT_13,4.8,LOCALIZED_AND_HIGHLY_RANKED,1186,348,347,2.6474032402038574,1082.3999999999999,433.3147507122895,747.0,271.0,0.4,90.0
SLD8,SLD8_GT_14,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,410,3,3,1.4797073602676392,1715.6923076923076,686.5622898404803,22.0,309.0,0.4,270.0
SLD8,SLD8_GT_15,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1270,799,799,3.6708385944366455,926.6,371.01662264536156,747.0,322.0,0.4,90.0
SLD8,SLD8_GT_16,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,961,382,379,6.050925254821777,1049.6000000000001,420.1908988458189,25.0,85.0,0.4,90.0
SLD8,SLD8_GT_17,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,641,68,67,1.7629191875457764,1397.3964497041422,559.3332029769692,22.0,368.0,0.4,270.0
SLD8,SLD8_GT_18,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,811,288,287,4.866883277893066,1095.5844155844156,438.61510730794635,27.0,249.0,0.372,90.0
SLD8,SLD8_GT_19,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,39,8,8,1.8870536088943481,1600.5630498533724,640.5406884700666,426.0,114.0,0.4,0.0
SLD8,SLD8_GT_20,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,830,128,128,2.056699275970459,1288.7100591715975,515.8268366996587,22.0,415.0,0.4,270.0
SLD8,SLD8_GT_21,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,586,23,23,1.7120774984359741,1544.8994082840236,618.3341049478415,22.0,329.0,0.4,270.0
SLD8,SLD8_GT_22,2.2,LOCALIZED_AND_HIGHLY_RANKED,1087,281,280,4.124452114105225,1099.9361022364217,440.4098287120531,43.0,129.0,0.372,180.0
SLD8,SLD8_GT_23,2.2,LOCALIZED_AND_HIGHLY_RANKED,1075,343,343,4.199673175811768,1085.3674121405752,434.5514697655919,767.0,129.0,0.372,180.0
SLD8,SLD8_GT_24,2.2,LOCALIZED_AND_HIGHLY_RANKED,2516,292,293,6.5580644607543945,1091.9225806451614,436.9492252163651,803.0,128.0,0.4,180.0
SLD8,SLD8_GT_25,2.2,LOCALIZED_AND_HIGHLY_RANKED,653,269,269,2.67405366897583,1108.851612903226,443.9303158501169,589.0,465.0,0.4,180.0
SLD8,SLD8_GT_26,2.2,LOCALIZED_AND_HIGHLY_RANKED,2592,327,328,6.5580644607543945,1091.9225806451614,436.9492252163651,695.0,463.0,0.4,180.0
SLD8,SLD8_GT_27,2.2,LOCALIZED_AND_HIGHLY_RANKED,2546,308,309,6.5580644607543945,1091.9225806451614,436.9492252163651,819.0,128.0,0.4,180.0
SLD8,SLD8_GT_28,2.2,LOCALIZED_AND_HIGHLY_RANKED,596,222,223,6.224026203155518,1159.6387096774195,464.09032121314306,717.0,463.0,0.4,180.0
SLD8,SLD8_GT_29,2.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1692,346,346,3.6042559146881104,1083.458064516129,433.7678545483497,646.0,465.0,0.4,180.0
SLD8,SLD8_GT_30,2.4,LOCALIZED_AND_HIGHLY_RANKED,5,2,2,1.467431902885437,1802.941935483871,721.4612587444356,717.0,326.0,0.4,180.0
SLD8,SLD8_GT_31,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,475,19,19,1.6364864110946655,1554.392961876833,622.0595536263502,600.0,480.0,0.4,0.0
SLD8,SLD8_GT_32,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,539,203,203,3.02254581451416,1185.032258064516,474.3330377749054,136.0,130.0,0.4,180.0
SLD8,SLD8_GT_33,2.2,LOCALIZED_AND_HIGHLY_RANKED,1122,212,212,3.921257257461548,1172.779552715655,469.4568880962628,699.0,129.0,0.372,180.0
SLD8,SLD8_GT_34,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,2469,141,140,5.1393046379089355,1269.6774193548388,508.3175898804841,86.0,128.0,0.4,180.0
SLD8,SLD8_GT_35,4.533333333333333,LOCALIZED_BUT_POORLY_RANKED,1231,1093,-1,3.252180576324463,0.0,0.0,747.0,208.0,0.4,90.0
SLD8,SLD8_GT_36,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,13,21,21,2.099169969558716,1549.0064516129032,619.9158101794612,594.0,128.0,0.4,180.0
SLD8,SLD8_GT_37,2.4,LOCALIZED_AND_HIGHLY_RANKED,5,35,36,3.2149906158447266,1500.6000000000001,600.5440737291166,699.0,304.0,0.4,90.0
SLD8,SLD8_GT_38,2.1333333333333333,LOCALIZED_AND_HIGHLY_RANKED,272,56,57,2.440037488937378,1415.882697947214,566.6594034220315,722.0,254.0,0.4,0.0
SLD8,SLD8_GT_39,4.8,LOCALIZED_AND_HIGHLY_RANKED,814,285,283,5.555121421813965,1098.8,439.87033634581877,25.0,128.0,0.4,90.0
SLD9,SLD9_GT_0,4.8,LOCALIZED_AND_HIGHLY_RANKED,699,118,118,5.343153953552246,1063.5739644970415,425.7457295752003,742.0,123.0,0.4,270.0
SLD9,SLD9_GT_1,4.8,LOCALIZED_AND_HIGHLY_RANKED,720,129,129,6.675000190734863,1049.6000000000001,420.0903032084786,728.0,150.0,0.4,90.0
SLD9,SLD9_GT_2,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,744,147,147,6.675000190734863,1049.6000000000001,420.0903032084786,728.0,168.0,0.4,90.0
SLD9,SLD9_GT_3,4.8,LOCALIZED_AND_HIGHLY_RANKED,194,580,580,3.039316177368164,795.3846153846154,318.5059412225148,748.0,287.0,0.289,270.0
SLD9,SLD9_GT_4,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,356,13,13,4.734053611755371,1358.5798816568047,543.8214017174195,742.0,453.0,0.4,270.0
SLD9,SLD9_GT_5,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,688,78,78,5.457393169403076,1139.8,456.3054697299652,728.0,396.0,0.4,90.0
SLD9,SLD9_GT_6,2.1333333333333333,LOCALIZED_AND_HIGHLY_RANKED,178,29,29,3.436964511871338,1252.7483870967742,501.5470851597917,245.0,94.0,0.4,180.0
SLD9,SLD9_GT_7,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,171,4,4,2.7953238487243652,1523.6129032258066,609.811695546472,1215.0,113.0,0.4,180.0
SLD9,SLD9_GT_8,4.8,LOCALIZED_AND_HIGHLY_RANKED,792,237,237,6.221783638000488,978.1775147928995,391.5756405145043,743.0,327.0,0.4,270.0
SLD10,SLD10_GT_0,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,20,163,163,2.647844076156616,1385.1026392961876,554.3424625077912,139.0,631.0,0.4,0.0
SLD10,SLD10_GT_1,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,2746,173,172,4.9550299644470215,1374.1065088757396,549.9824529017534,1337.0,522.0,0.4,270.0
SLD10,SLD10_GT_2,4.8,LOCALIZED_AND_HIGHLY_RANKED,1758,111,110,4.21124267578125,1451.7396449704142,581.077100447395,1337.0,195.0,0.4,270.0
SLD10,SLD10_GT_3,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1605,213,213,3.3721466064453125,1353.0,541.5571416231127,1339.0,461.0,0.4,90.0
SLD10,SLD10_GT_4,4.8,LOCALIZED_BUT_POORLY_RANKED,3205,1610,-1,4.936313152313232,0.0,0.0,1324.0,33.0,0.372,90.0
SLD10,SLD10_GT_5,4.8,LOCALIZED_BUT_POORLY_RANKED,3059,1610,-1,4.936313152313232,0.0,0.0,1324.0,33.0,0.372,90.0
SLD10,SLD10_GT_6,4.533333333333333,LOCALIZED_BUT_POORLY_RANKED,1788,1637,-1,2.2365942001342773,0.0,0.0,1340.0,301.0,0.372,270.0
SLD10,SLD10_GT_7,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1258,3,3,1.384181261062622,1812.2,725.161872377686,1341.0,302.0,0.4,90.0
SLD10,SLD10_GT_8,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,2081,56,56,1.740746259689331,1525.2,610.390755952381,1341.0,349.0,0.4,90.0
SLD10,SLD10_GT_9,4.8,LOCALIZED_BUT_POORLY_RANKED,3243,1884,-1,6.9082841873168945,0.0,0.0,1336.0,155.0,0.4,270.0
SLD10,SLD10_GT_10,4.8,LOCALIZED_BUT_POORLY_RANKED,3556,2088,-1,5.064935207366943,0.0,0.0,1324.0,562.0,0.372,90.0
SLD10,SLD10_GT_11,4.8,LOCALIZED_BUT_POORLY_RANKED,3618,1892,-1,6.9082841873168945,0.0,0.0,1336.0,688.0,0.4,270.0
SLD10,SLD10_GT_12,4.8,LOCALIZED_BUT_POORLY_RANKED,3640,1645,-1,6.675000190734863,0.0,0.0,1322.0,711.0,0.4,90.0
SLD10,SLD10_GT_13,4.8,LOCALIZED_BUT_POORLY_RANKED,3670,1645,-1,6.675000190734863,0.0,0.0,1322.0,711.0,0.4,90.0
SLD10,SLD10_GT_14,4.8,LOCALIZED_BUT_POORLY_RANKED,3700,1674,-1,6.675000190734863,0.0,0.0,1322.0,740.0,0.4,90.0
SLD10,SLD10_GT_15,4.8,LOCALIZED_BUT_POORLY_RANKED,3730,1704,-1,6.675000190734863,0.0,0.0,1322.0,770.0,0.4,90.0
SLD10,SLD10_GT_16,4.8,LOCALIZED_BUT_POORLY_RANKED,3760,1734,-1,6.675000190734863,0.0,0.0,1322.0,800.0,0.4,90.0
SLD10,SLD10_GT_17,4.8,LOCALIZED_BUT_POORLY_RANKED,3785,1755,-1,6.675000190734863,0.0,0.0,1322.0,821.0,0.4,90.0
SLD10,SLD10_GT_18,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,2428,640,641,2.220043659210205,1156.2,462.8260399653383,1339.0,391.0,0.4,90.0
SLD10,SLD10_GT_19,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1605,64,64,2.0008044242858887,1517.0,607.0959688906432,1339.0,434.0,0.4,90.0
SLD10,SLD10_GT_20,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1081,301,299,3.927922248840332,1302.857142857143,521.530007854768,1324.0,241.0,0.372,90.0
SLD10,SLD10_GT_21,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,15,63,59,2.826270341873169,1523.6129032258066,609.8120975430943,166.0,102.0,0.4,0.0
SLD10,SLD10_GT_22,4.533333333333333,LOCALIZED_BUT_POORLY_RANKED,3000,3643,-1,1.7100409269332886,0.0,0.0,1328.0,611.0,0.289,90.0
SLD10,SLD10_GT_23,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1348,171,169,5.263929843902588,1377.407624633431,551.2597790979876,687.0,223.0,0.4,0.0
SLD10,SLD10_GT_24,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,952,28,25,3.4638712406158447,1608.258064516129,643.7202816586116,1339.0,237.0,0.4,180.0
SLD10,SLD10_GT_25,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,26,81,81,2.057119369506836,1498.2193548387095,599.5926522516953,383.0,648.0,0.4,180.0
SLD10,SLD10_GT_26,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,81,17,17,1.3932483196258545,1633.6516129032257,653.7358831558391,648.0,15.0,0.4,180.0
SLD10,SLD10_GT_27,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,27,93,93,1.9878571033477783,1481.2903225806454,592.8055236128284,1071.0,648.0,0.4,180.0
SLD10,SLD10_GT_28,2.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1367,167,166,5.086452007293701,1379.7161290322579,552.3035074650631,1289.0,237.0,0.4,180.0
SLD10,SLD10_GT_29,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,3,35,35,2.6254427433013916,1592.868035190616,637.4779489409096,1143.0,102.0,0.4,0.0
SLD10,SLD10_GT_30,3.7333333333333334,LOCALIZED_BUT_POORLY_RANKED,4558,3039,-1,5.829738616943359,0.0,0.0,659.0,789.0,0.4,90.0
SLD10,SLD10_GT_31,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,37,160,160,2.06862211227417,1388.1806451612904,555.5851634633398,392.0,119.0,0.4,180.0
SLD10,SLD10_GT_32,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,12,55,55,1.934598684310913,1532.0774193548386,613.1516959549801,1128.0,648.0,0.4,180.0
SLD10,SLD10_GT_33,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,680,69,70,1.87068772315979,1515.148387096774,606.3712473312813,1073.0,119.0,0.4,180.0
SLD10,SLD10_GT_34,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,30,20,20,2.484544038772583,1631.3431085043987,652.900795431555,463.0,631.0,0.4,0.0
SLD10,SLD10_GT_35,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,8,127,127,2.078209638595581,1430.5032258064516,572.5264423775805,447.0,119.0,0.4,180.0
SLD10,SLD10_GT_36,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,706,159,157,4.523439407348633,1389.6331360946747,556.2434710997259,673.0,700.0,0.4,270.0
SLD10,SLD10_GT_37,2.2,LOCALIZED_AND_HIGHLY_RANKED,5282,812,812,6.5580644607543945,1091.9225806451614,436.9492252163651,705.0,237.0,0.4,180.0
SLD10,SLD10_GT_38,2.2,LOCALIZED_AND_HIGHLY_RANKED,5314,844,844,6.5580644607543945,1091.9225806451614,436.9492252163651,737.0,237.0,0.4,180.0
