SLD,Symbol_ID,Scale,Classification,Stage3_Rank,Stage4_Rank,Stage5_Rank,ChamferScore,CoverageAreaScore,CombinedScore,Cand_X,Cand_Y,Cand_Scale,Cand_Rotation
SLD10,SLD10_GT_39,2.2,LOCALIZED_BUT_POORLY_RANKED,5783,1313,-1,6.5580644607543945,0.0,0.0,1206.0,237.0,0.4,180.0
SLD10,SLD10_GT_40,2.2,LOCALIZED_BUT_POORLY_RANKED,5876,1360,-1,6.5580644607543945,0.0,0.0,1386.0,237.0,0.4,180.0
SLD10,SLD10_GT_41,2.2,LOCALIZED_BUT_POORLY_RANKED,5908,1360,-1,6.5580644607543945,0.0,0.0,1386.0,237.0,0.4,180.0
SLD10,SLD10_GT_42,2.2,LOCALIZED_BUT_POORLY_RANKED,9005,13170,-1,5.280669689178467,0.0,0.0,316.0,514.0,0.289,180.0
SLD10,SLD10_GT_43,2.2,LOCALIZED_BUT_POORLY_RANKED,9007,13172,-1,5.280669689178467,0.0,0.0,696.0,514.0,0.289,180.0
SLD10,SLD10_GT_44,2.2,LOCALIZED_BUT_POORLY_RANKED,9059,13173,-1,5.280669689178467,0.0,0.0,823.0,514.0,0.289,180.0
SLD10,SLD10_GT_45,2.2,LOCALIZED_BUT_POORLY_RANKED,9009,13174,-1,5.280669689178467,0.0,0.0,1076.0,514.0,0.289,180.0
SLD10,SLD10_GT_46,2.2,LOCALIZED_BUT_POORLY_RANKED,9061,13175,-1,5.280669689178467,0.0,0.0,1203.0,514.0,0.289,180.0
SLD10,SLD10_GT_47,2.2,LOCALIZED_BUT_POORLY_RANKED,5988,1438,-1,6.5580644607543945,0.0,0.0,1464.0,237.0,0.4,180.0
SLD10,SLD10_GT_48,2.2,LOCALIZED_AND_HIGHLY_RANKED,5344,874,874,6.5580644607543945,1091.9225806451614,436.9492252163651,767.0,237.0,0.4,180.0
SLD10,SLD10_GT_49,2.2,LOCALIZED_AND_HIGHLY_RANKED,5374,904,904,6.5580644607543945,1091.9225806451614,436.9492252163651,797.0,237.0,0.4,180.0
SLD10,SLD10_GT_50,2.2,LOCALIZED_AND_HIGHLY_RANKED,5404,934,934,6.5580644607543945,1091.9225806451614,436.9492252163651,827.0,237.0,0.4,180.0
SLD10,SLD10_GT_51,2.2,LOCALIZED_AND_HIGHLY_RANKED,5434,964,964,6.5580644607543945,1091.9225806451614,436.9492252163651,857.0,237.0,0.4,180.0
SLD10,SLD10_GT_52,2.2,LOCALIZED_AND_HIGHLY_RANKED,5464,994,994,6.5580644607543945,1091.9225806451614,436.9492252163651,887.0,237.0,0.4,180.0
SLD10,SLD10_GT_53,2.2,LOCALIZED_BUT_POORLY_RANKED,5494,1024,-1,6.5580644607543945,0.0,0.0,917.0,237.0,0.4,180.0
SLD10,SLD10_GT_54,2.2,LOCALIZED_BUT_POORLY_RANKED,5524,1054,-1,6.5580644607543945,0.0,0.0,947.0,237.0,0.4,180.0
SLD10,SLD10_GT_55,2.2,LOCALIZED_BUT_POORLY_RANKED,5554,1084,-1,6.5580644607543945,0.0,0.0,977.0,237.0,0.4,180.0
SLD10,SLD10_GT_56,2.2,LOCALIZED_BUT_POORLY_RANKED,5584,1114,-1,6.5580644607543945,0.0,0.0,1007.0,237.0,0.4,180.0
SLD10,SLD10_GT_57,2.2,LOCALIZED_BUT_POORLY_RANKED,5614,1144,-1,6.5580644607543945,0.0,0.0,1037.0,237.0,0.4,180.0
SLD10,SLD10_GT_58,2.2,LOCALIZED_BUT_POORLY_RANKED,5644,1174,-1,6.5580644607543945,0.0,0.0,1067.0,237.0,0.4,180.0
SLD10,SLD10_GT_59,2.2,LOCALIZED_BUT_POORLY_RANKED,5674,1204,-1,6.5580644607543945,0.0,0.0,1097.0,237.0,0.4,180.0
SLD10,SLD10_GT_60,2.2,LOCALIZED_BUT_POORLY_RANKED,5704,1234,-1,6.5580644607543945,0.0,0.0,1127.0,237.0,0.4,180.0
SLD10,SLD10_GT_61,2.2,LOCALIZED_BUT_POORLY_RANKED,5734,1264,-1,6.5580644607543945,0.0,0.0,1157.0,237.0,0.4,180.0
SLD10,SLD10_GT_62,2.2,LOCALIZED_BUT_POORLY_RANKED,5945,1397,-1,6.5580644607543945,0.0,0.0,1423.0,237.0,0.4,180.0
SLD10,SLD10_GT_63,2.2,LOCALIZED_BUT_POORLY_RANKED,6018,1470,-1,6.5580644607543945,0.0,0.0,1496.0,237.0,0.4,180.0
SLD10,SLD10_GT_64,2.2,LOCALIZED_BUT_POORLY_RANKED,9022,13169,-1,5.280669689178467,0.0,0.0,63.0,514.0,0.289,180.0
SLD10,SLD10_GT_65,2.2,LOCALIZED_BUT_POORLY_RANKED,9004,13249,-1,5.282487869262695,0.0,0.0,190.0,514.0,0.289,180.0
SLD10,SLD10_GT_66,2.2,LOCALIZED_BUT_POORLY_RANKED,9023,13171,-1,5.280669689178467,0.0,0.0,443.0,514.0,0.289,180.0
SLD10,SLD10_GT_67,2.2,LOCALIZED_BUT_POORLY_RANKED,9006,13250,-1,5.282487869262695,0.0,0.0,570.0,514.0,0.289,180.0
SLD10,SLD10_GT_68,2.2,LOCALIZED_BUT_POORLY_RANKED,9008,13251,-1,5.282487869262695,0.0,0.0,950.0,514.0,0.289,180.0
SLD10,SLD10_GT_69,2.2,LOCALIZED_BUT_POORLY_RANKED,9011,13176,-1,5.280669689178467,0.0,0.0,1447.0,514.0,0.289,180.0
SLD10,SLD10_GT_70,2.4,LOCALIZED_AND_HIGHLY_RANKED,731,206,205,2.4463765621185303,1354.3225806451612,542.0118706399161,748.0,58.0,0.4,180.0
SLD10,SLD10_GT_71,2.8666666666666667,LOCALIZED_AND_HIGHLY_RANKED,4115,729,729,6.412903308868408,1117.316129032258,447.09259481660484,0.0,645.0,0.4,180.0
SLD10,SLD10_GT_72,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,449,180,181,3.521012306213379,1369.7126099706745,548.1741291909556,901.0,102.0,0.4,0.0
SLD10,SLD10_GT_73,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,706,471,471,2.4169623851776123,1221.8,489.0152184844734,678.0,747.0,0.4,90.0
SLD10,SLD10_GT_74,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,2442,1605,-1,3.488926887512207,0.0,0.0,675.0,146.0,0.344,270.0
SLD10,SLD10_GT_75,4.0,LOCALIZED_AND_HIGHLY_RANKED,4087,481,477,5.026205539703369,1218.8402366863904,487.8731401717419,673.0,655.0,0.4,270.0
SLD10,SLD10_GT_76,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,45,94,95,2.3564212322235107,1477.442815249267,591.2503512445462,781.0,780.0,0.4,0.0
SLD10,SLD10_GT_77,2.0,LOCALIZED_BUT_POORLY_RANKED,943,2880,-1,3.3054141998291016,0.0,0.0,1328.0,516.0,0.317,90.0
SLD10,SLD10_GT_78,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,411,68,68,2.5860283374786377,1515.91788856305,606.6546549868838,903.0,629.0,0.4,0.0
SLD10,SLD10_GT_79,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,2527,1557,-1,4.257470607757568,0.0,0.0,661.0,649.0,0.372,90.0
SLD10,SLD10_GT_80,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,5800,1328,-1,6.5580644607543945,0.0,0.0,1221.0,237.0,0.4,180.0
SLD10,SLD10_GT_81,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,9055,6799,-1,7.574007511138916,0.0,0.0,77.0,515.0,0.4,90.0
SLD10,SLD10_GT_82,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,9092,9382,-1,7.395744800567627,0.0,0.0,202.0,511.0,0.372,180.0
SLD10,SLD10_GT_83,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,9057,9436,-1,7.38938570022583,0.0,0.0,455.0,511.0,0.372,180.0
SLD10,SLD10_GT_84,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,9093,9383,-1,7.395744800567627,0.0,0.0,582.0,511.0,0.372,180.0
SLD10,SLD10_GT_85,1.5333333333333334,LOCALIZED_BUT_POORLY_RANKED,9094,9384,-1,7.395744800567627,0.0,0.0,962.0,511.0,0.372,180.0
SLD10,SLD10_GT_86,2.4,LOCALIZED_AND_HIGHLY_RANKED,1348,230,230,2.139599084854126,1335.2899408284025,534.5118611531368,675.0,193.0,0.4,270.0
SLD10,SLD10_GT_87,2.4,LOCALIZED_AND_HIGHLY_RANKED,2564,666,662,4.2892045974731445,1143.6421725239616,457.8731965481942,626.0,117.0,0.372,180.0
SLD10,SLD10_GT_88,2.1333333333333333,LOCALIZED_AND_HIGHLY_RANKED,1022,98,98,2.250032424926758,1472.8258064516128,589.4028682950484,748.0,585.0,0.4,180.0
SLD10,SLD10_GT_89,2.1333333333333333,LOCALIZED_AND_HIGHLY_RANKED,241,253,253,4.16553258895874,1323.5425219941349,529.691625151992,42.0,63.0,0.4,0.0
SLD10,SLD10_GT_90,2.4,LOCALIZED_BUT_POORLY_RANKED,2565,2138,-1,5.478483200073242,0.0,0.0,603.0,631.0,0.4,0.0
SLD10,SLD10_GT_91,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1071,408,404,4.812182903289795,1252.7483870967742,501.42722727698475,711.0,645.0,0.4,180.0
SLD10,SLD10_GT_92,4.8,LOCALIZED_BUT_POORLY_RANKED,2024,1642,-1,3.6367199420928955,0.0,0.0,1320.0,648.0,0.4,90.0
SLD10,SLD10_GT_93,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9024,9381,-1,7.320390701293945,0.0,0.0,785.0,511.0,0.372,180.0
SLD10,SLD10_GT_94,2.2,LOCALIZED_BUT_POORLY_RANKED,9059,9437,-1,7.38938570022583,0.0,0.0,835.0,511.0,0.372,180.0
SLD10,SLD10_GT_95,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1115,166,167,4.241040229797363,1379.7161290322579,552.2640731613652,726.0,116.0,0.4,180.0
SLD10,SLD10_GT_96,4.8,LOCALIZED_BUT_POORLY_RANKED,2061,1643,-1,3.639035701751709,0.0,0.0,1320.0,119.0,0.4,90.0
SLD10,SLD10_GT_97,2.2,LOCALIZED_BUT_POORLY_RANKED,9061,13175,-1,5.280669689178467,0.0,0.0,1203.0,514.0,0.289,180.0
SLD10,SLD10_GT_98,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9022,11035,-1,7.450202465057373,0.0,0.0,11.0,511.0,0.372,180.0
SLD10,SLD10_GT_99,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9009,12223,-1,7.471249103546143,0.0,0.0,1025.0,511.0,0.372,180.0
SLD10,SLD10_GT_100,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9010,11113,-1,7.476410388946533,0.0,0.0,1151.0,511.0,0.372,180.0
SLD10,SLD10_GT_101,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9056,13170,-1,5.280669689178467,0.0,0.0,316.0,514.0,0.289,180.0
SLD10,SLD10_GT_102,2.4,LOCALIZED_BUT_POORLY_RANKED,9060,13174,-1,5.280669689178467,0.0,0.0,1076.0,514.0,0.289,180.0
SLD10,SLD10_GT_103,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9023,11036,-1,7.450202465057373,0.0,0.0,391.0,511.0,0.372,180.0
SLD10,SLD10_GT_104,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9025,2909,-1,4.9892473220825195,0.0,0.0,1295.0,495.0,0.4,0.0
SLD10,SLD10_GT_105,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9011,10232,-1,7.42317008972168,0.0,0.0,1384.0,496.0,0.4,0.0
SLD10,SLD10_GT_106,2.533333333333333,LOCALIZED_BUT_POORLY_RANKED,9004,11109,-1,7.445060729980469,0.0,0.0,138.0,511.0,0.372,180.0
SLD11,SLD11_GT_0,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1039,71,71,4.1719231605529785,1319.7633136094676,528.239445709847,511.0,178.0,0.4,270.0
SLD11,SLD11_GT_1,2.8666666666666667,LOCALIZED_AND_HIGHLY_RANKED,1008,62,61,4.980590343475342,1338.9325513196482,535.9672656641156,134.0,131.0,0.4,0.0
SLD11,SLD11_GT_2,2.8666666666666667,LOCALIZED_AND_HIGHLY_RANKED,1009,55,54,4.930737018585205,1354.3225806451612,542.124333112796,521.0,131.0,0.4,0.0
SLD11,SLD11_GT_3,3.066666666666667,LOCALIZED_AND_HIGHLY_RANKED,1402,246,246,6.435483932495117,1117.316129032258,447.08853030047584,162.0,146.0,0.4,180.0
SLD11,SLD11_GT_4,3.066666666666667,LOCALIZED_AND_HIGHLY_RANKED,1432,267,267,6.435483932495117,1117.316129032258,447.08853030047584,183.0,146.0,0.4,180.0
SLD11,SLD11_GT_5,3.066666666666667,LOCALIZED_AND_HIGHLY_RANKED,1508,300,300,6.435483932495117,1117.316129032258,447.08853030047584,550.0,146.0,0.4,180.0
SLD11,SLD11_GT_6,3.066666666666667,LOCALIZED_AND_HIGHLY_RANKED,1539,186,186,6.135648727416992,1176.5677419354838,470.8356707410738,609.0,145.0,0.4,180.0
SLD11,SLD11_GT_7,4.8,LOCALIZED_AND_HIGHLY_RANKED,1132,647,646,5.288960933685303,962.3376623376623,385.28785474472005,264.0,2.0,0.372,90.0
SLD11,SLD11_GT_8,2.4,LOCALIZED_AND_HIGHLY_RANKED,395,39,39,2.9260902404785156,1410.3999999999999,564.5667989982578,642.0,85.0,0.4,90.0
SLD11,SLD11_GT_9,3.7333333333333334,LOCALIZED_AND_HIGHLY_RANKED,553,52,52,4.806366920471191,1366.3431952662722,546.8688520011004,123.0,160.0,0.4,270.0
SLD11,SLD11_GT_10,2.4,LOCALIZED_AND_HIGHLY_RANKED,238,77,75,4.289775848388672,1312.0,525.1596823962375,123.0,178.0,0.4,270.0
SLD11,SLD11_GT_11,2.8666666666666667,LOCALIZED_AND_HIGHLY_RANKED,662,165,165,6.109642505645752,1193.4967741935484,477.60735888033423,230.0,145.0,0.4,180.0
SLD11,SLD11_GT_12,4.0,LOCALIZED_AND_HIGHLY_RANKED,1113,103,102,3.8980419635772705,1258.4415584415585,503.8098725164221,498.0,405.0,0.372,90.0
SLD11,SLD11_GT_13,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,1231,426,425,2.9893813133239746,1048.0473372781064,419.5771279055207,125.0,472.0,0.4,270.0
SLD11,SLD11_GT_14,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,1308,161,161,5.3863444328308105,1195.5502958579882,478.6129146677383,510.0,593.0,0.4,270.0
SLD11,SLD11_GT_15,4.0,LOCALIZED_AND_HIGHLY_RANKED,2033,128,128,5.291087627410889,1226.603550295858,491.03664495424033,122.0,590.0,0.4,270.0
SLD11,SLD11_GT_16,3.7333333333333334,LOCALIZED_AND_HIGHLY_RANKED,1651,404,404,6.112006187438965,1057.8,423.4866488458188,496.0,470.0,0.4,90.0
SLD11,SLD11_GT_17,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,735,142,143,2.455364465713501,1211.076923076923,484.80526964405203,125.0,529.0,0.4,270.0
SLD11,SLD11_GT_18,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_19,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3203,1105,-1,7.767485618591309,0.0,0.0,335.0,15.0,0.4,90.0
SLD11,SLD11_GT_20,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3169,1433,-1,7.917545318603516,0.0,0.0,349.0,96.0,0.4,270.0
SLD11,SLD11_GT_21,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_22,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_23,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3170,3042,-1,5.375494003295898,0.0,0.0,343.0,241.0,0.289,90.0
SLD11,SLD11_GT_24,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_25,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3171,3043,-1,5.375494003295898,0.0,0.0,343.0,351.0,0.289,90.0
SLD11,SLD11_GT_26,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_27,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3204,1106,-1,7.767485618591309,0.0,0.0,335.0,456.0,0.4,90.0
SLD11,SLD11_GT_28,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_29,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3172,1381,-1,7.802848815917969,0.0,0.0,335.0,537.0,0.4,90.0
SLD11,SLD11_GT_30,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2064,469,469,6.846875190734863,1025.0,410.26168677409987,496.0,599.0,0.4,90.0
SLD11,SLD11_GT_31,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,2085,488,488,6.846875190734863,1025.0,410.26168677409987,108.0,610.0,0.4,90.0
SLD11,SLD11_GT_32,3.466666666666667,LOCALIZED_AND_HIGHLY_RANKED,958,398,398,6.175353527069092,1066.0,426.66774070847856,496.0,546.0,0.4,90.0
SLD11,SLD11_GT_33,2.4,LOCALIZED_AND_HIGHLY_RANKED,204,216,216,5.2051100730896,1148.9704142011835,459.9484500288643,123.0,2.0,0.4,270.0
SLD11,SLD11_GT_34,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,541,426,425,2.9893813133239746,1048.0473372781064,419.5771279055207,125.0,472.0,0.4,270.0
SLD11,SLD11_GT_35,2.4,LOCALIZED_AND_HIGHLY_RANKED,1638,238,237,5.062808990478516,1125.680473372781,450.65880230733154,656.0,0.0,0.4,270.0
SLD11,SLD11_GT_36,2.4,LOCALIZED_AND_HIGHLY_RANKED,2108,511,511,6.846875190734863,1025.0,410.26168677409987,496.0,621.0,0.4,90.0
SLD11,SLD11_GT_37,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,14,150,150,4.166896343231201,1203.3136094674555,481.72419743108674,184.0,467.0,0.4,270.0
SLD11,SLD11_GT_38,2.8666666666666667,LOCALIZED_AND_HIGHLY_RANKED,395,186,186,6.135648727416992,1176.5677419354838,470.8356707410738,609.0,145.0,0.4,180.0
SLD11,SLD11_GT_39,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,6,387,388,3.280050277709961,1083.458064516129,433.58838712987983,546.0,454.0,0.4,180.0
SLD11,SLD11_GT_40,4.533333333333333,LOCALIZED_AND_HIGHLY_RANKED,466,172,172,4.919976234436035,1189.0,475.9845939677701,496.0,149.0,0.4,90.0
SLD11,SLD11_GT_41,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_42,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3169,1101,-1,7.726739406585693,0.0,0.0,335.0,136.0,0.4,90.0
SLD11,SLD11_GT_43,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3170,1102,-1,7.726739406585693,0.0,0.0,335.0,246.0,0.4,90.0
SLD11,SLD11_GT_44,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_45,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3171,1103,-1,7.726739406585693,0.0,0.0,335.0,356.0,0.4,90.0
SLD11,SLD11_GT_46,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_47,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_48,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3172,1104,-1,7.726739406585693,0.0,0.0,335.0,577.0,0.4,90.0
SLD11,SLD11_GT_49,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_50,2.4,LOCALIZED_AND_HIGHLY_RANKED,976,73,73,3.8512985706329346,1317.6623376623377,527.4404815389785,111.0,405.0,0.372,90.0
SLD11,SLD11_GT_51,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3203,1105,-1,7.767485618591309,0.0,0.0,335.0,15.0,0.4,90.0
SLD11,SLD11_GT_52,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3204,1106,-1,7.767485618591309,0.0,0.0,335.0,456.0,0.4,90.0
SLD11,SLD11_GT_53,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_54,2.1333333333333333,LOCALIZED_AND_HIGHLY_RANKED,801,109,109,2.370842933654785,1252.7483870967742,501.4723114439324,516.0,517.0,0.4,180.0
SLD11,SLD11_GT_55,2.4,LOCALIZED_AND_HIGHLY_RANKED,80,25,24,3.1374526023864746,1482.792899408284,593.513485181747,510.0,308.0,0.4,270.0
SLD11,SLD11_GT_56,4.0,LOCALIZED_AND_HIGHLY_RANKED,584,128,128,5.291087627410889,1226.603550295858,491.03664495424033,122.0,590.0,0.4,270.0
SLD11,SLD11_GT_57,4.0,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_58,4.0,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_59,3.466666666666667,NOT_LOCALIZED,-1,-1,-1,0,0,0,-1,-1,-1,-1
SLD11,SLD11_GT_60,3.466666666666667,LOCALIZED_BUT_POORLY_RANKED,3373,2027,-1,7.987876892089844,0.0,0.0,349.0,625.0,0.4,270.0
SLD11,SLD11_GT_61,4.0,LOCALIZED_BUT_POORLY_RANKED,3252,1433,-1,7.917545318603516,0.0,0.0,349.0,96.0,0.4,270.0
SLD11,SLD11_GT_62,4.0,LOCALIZED_BUT_POORLY_RANKED,3349,1381,-1,7.802848815917969,0.0,0.0,335.0,537.0,0.4,90.0
SLD12,SLD12_GT_0,2.1333333333333333,LOCALIZED_AND_HIGHLY_RANKED,5,3,3,2.995844602584839,1408.1876832844573,563.6418058257635,466.0,39.0,0.4,0.0
SLD12,SLD12_GT_1,4.0,LOCALIZED_AND_HIGHLY_RANKED,151,31,31,4.7243571281433105,1086.8639053254437,435.0533926883389,48.0,11.0,0.4,270.0
SLD12,SLD12_GT_2,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,67,11,11,3.224583387374878,1252.9073482428116,501.5834413163738,217.0,54.0,0.372,180.0
SLD12,SLD12_GT_3,2.4,LOCALIZED_AND_HIGHLY_RANKED,135,39,39,6.310266494750977,1033.2,413.6501633275262,34.0,35.0,0.4,90.0
SLD12,SLD12_GT_4,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,273,9,9,5.116654396057129,1269.6774193548388,508.31110069873745,166.0,53.0,0.4,180.0
SLD12,SLD12_GT_5,1.5333333333333334,LOCALIZED_AND_HIGHLY_RANKED,274,1,1,3.491533041000366,1515.148387096774,606.4926915843589,757.0,53.0,0.4,180.0
SLD12,SLD12_GT_6,2.4,LOCALIZED_AND_HIGHLY_RANKED,144,142,142,3.8995721340179443,802.7027027027027,321.4260769218769,827.0,57.0,0.344,90.0
SLD12,SLD12_GT_7,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,24,2,2,2.9710566997528076,1438.9677419354837,575.9297858645599,519.0,39.0,0.4,0.0
SLD12,SLD12_GT_8,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,10,4,4,2.900207042694092,1392.7976539589442,557.516661905954,625.0,39.0,0.4,0.0
SLD12,SLD12_GT_9,1.3333333333333333,LOCALIZED_AND_HIGHLY_RANKED,4,8,8,2.727827548980713,1285.0674486803518,514.4058898683928,442.0,39.0,0.4,0.0
